ID,species,Nombre original,lon,lat,Localidad,Municipio,Departamento,País,Altitud,Fecha,Institución,Colector,Evidencia
1103,Abarema barbouriana,Fabaceae,-75.54,6.28,Chap,"","","",2555.00,2015-12-14,"",Dane,AVH
